Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,cluster_label
46105,0.52,4,5,4,61.7,56.0,1742,5.13,5.18,3.18,2
46106,0.61,4,1,6,62.0,55.0,1742,5.46,5.49,3.39,2
46107,0.59,4,1,6,61.0,55.0,1742,5.43,5.48,3.33,2
46108,0.58,4,5,2,60.1,55.0,1742,5.42,5.56,3.3,2
46109,0.55,2,3,4,62.8,57.0,1743,5.2,5.21,3.27,2
46110,0.59,4,6,2,61.6,57.0,1743,5.41,5.44,3.34,2
46111,0.59,2,6,2,62.8,57.0,1743,5.32,5.38,3.36,2
46112,0.53,4,2,6,61.6,54.0,1743,5.2,5.25,3.22,2
46113,0.53,4,2,6,62.4,54.0,1743,5.18,5.2,3.24,2
46114,0.53,4,5,3,60.7,57.0,1743,5.27,5.3,3.2,2
46115,0.48,1,6,4,59.3,58.0,1743,5.09,5.13,3.03,2
46116,0.56,4,1,6,61.1,55.0,1743,5.35,5.33,3.26,2
46117,0.59,4,4,3,62.9,55.0,1743,5.39,5.32,3.37,2
46118,0.56,3,1,6,60.6,59.0,1743,5.33,5.29,3.22,2
46119,0.52,4,3,4,62.1,54.0,1743,5.17,5.14,3.2,2
46120,0.52,4,5,3,61.3,56.0,1743,5.21,5.17,3.18,2
46121,0.52,4,5,3,62.4,57.0,1743,5.14,5.12,3.2,2
46122,0.52,3,5,3,62.8,55.0,1743,5.15,5.11,3.22,2
46123,0.72,4,4,1,62.0,57.0,1743,5.68,5.64,3.51,2
46124,0.51,2,2,6,63.2,57.0,1744,5.06,5.1,3.21,2
46125,0.55,2,5,3,62.1,60.0,1744,5.19,5.24,3.24,2
46126,0.51,4,4,4,61.7,54.0,1744,5.14,5.17,3.18,2
46127,0.51,4,4,4,61.9,56.0,1744,5.11,5.17,3.18,2
46128,0.51,4,4,4,62.5,55.0,1744,5.08,5.13,3.19,2
46129,0.51,4,4,4,62.1,56.0,1744,5.13,5.15,3.19,2
46130,0.51,3,4,4,61.4,58.0,1744,5.15,5.18,3.17,2
46131,0.65,1,1,4,61.1,61.7,1744,5.55,5.59,3.4,2
46132,0.73,3,1,1,59.2,58.0,1744,5.9,5.85,3.47,2
46133,0.56,4,2,5,62.1,57.0,1745,5.26,5.3,3.27,2
46134,0.54,2,4,3,63.0,56.8,1745,5.18,5.22,3.28,2
46135,0.54,1,4,3,64.2,53.8,1745,5.12,5.19,3.31,2
46136,0.41,4,5,6,61.1,56.0,1745,4.8,4.82,2.94,2
46137,0.54,4,3,4,62.0,53.9,1745,5.22,5.24,3.24,2
46138,0.54,4,3,4,62.1,55.1,1745,5.2,5.23,3.23,2
46139,0.5,4,5,4,62.7,57.0,1745,5.04,5.11,3.18,2
46140,0.56,4,6,2,61.9,56.0,1745,5.24,5.29,3.26,2
46141,0.57,3,4,1,62.1,59.0,1746,5.33,5.29,3.3,2
46142,0.57,3,4,1,60.7,59.0,1746,5.38,5.33,3.25,2
46143,0.56,2,6,2,63.0,58.0,1746,5.21,5.24,3.29,2
46144,0.5,3,5,3,61.3,59.0,1746,5.1,5.05,3.11,2
46145,0.5,4,3,4,62.0,55.0,1746,5.11,5.05,3.15,2
46146,0.5,3,3,4,59.8,58.0,1746,5.19,5.15,3.09,2
46147,0.55,3,4,3,62.5,56.0,1746,5.27,5.23,3.28,2
46148,0.5,3,3,4,60.7,60.0,1746,5.12,5.09,3.1,2
46149,0.5,3,3,4,61.0,59.0,1746,5.14,5.09,3.12,2
46150,0.5,3,3,4,60.9,58.0,1746,5.23,5.09,3.14,2
46151,0.5,3,3,4,59.7,60.0,1746,5.14,5.11,3.06,2
46152,0.5,3,3,4,59.4,60.0,1746,5.17,5.13,3.06,2
46153,0.5,3,3,4,62.5,60.0,1746,5.08,5.06,3.17,2
46154,0.5,3,3,4,62.1,55.0,1746,5.22,5.06,3.19,2
46155,0.5,4,3,4,62.3,55.0,1746,5.11,5.07,3.17,2
46156,0.5,3,3,4,62.5,58.0,1746,5.11,5.07,3.18,2
46157,0.5,4,5,3,61.3,57.0,1746,5.15,5.13,3.15,2
46158,0.5,4,5,3,62.1,54.0,1746,5.13,5.11,3.18,2
46159,0.5,4,5,3,61.5,57.0,1746,5.14,5.11,3.15,2
46160,0.5,4,5,3,60.0,57.0,1746,5.15,5.12,3.08,2
46161,0.5,4,5,3,61.6,55.0,1746,5.14,5.09,3.15,2
46162,0.5,3,5,3,61.1,61.0,1746,5.13,5.11,3.13,2
46163,0.5,3,5,3,61.4,59.0,1746,5.13,5.09,3.14,2
46164,0.5,4,5,3,61.4,57.0,1746,5.11,5.08,3.13,2
46165,0.5,4,5,3,62.2,54.0,1746,5.11,5.08,3.17,2
46166,0.5,4,5,3,62.6,54.0,1746,5.11,5.08,3.19,2
46167,0.5,3,5,3,61.5,56.0,1746,5.11,5.07,3.13,2
46168,0.5,3,5,3,61.4,58.0,1746,5.12,5.07,3.13,2
46169,0.5,3,5,3,61.3,60.0,1746,5.11,5.07,3.12,2
46170,0.5,3,5,3,62.7,54.0,1746,5.1,5.07,3.19,2
46171,0.5,3,5,3,61.3,58.0,1746,5.12,5.06,3.12,2
46172,0.5,3,5,3,61.8,58.0,1746,5.09,5.07,3.14,2
46173,0.5,4,5,3,62.2,55.0,1746,5.09,5.07,3.16,2
46174,0.5,4,5,3,61.8,55.0,1746,5.11,5.06,3.14,2
46175,0.5,3,5,3,62.3,60.0,1746,5.09,5.05,3.16,2
46176,0.5,3,5,3,61.8,58.0,1746,5.11,5.05,3.14,2
46177,0.5,4,5,3,62.8,57.0,1746,5.12,5.04,3.19,2
46178,0.6,4,3,3,62.1,57.0,1746,5.43,5.36,3.35,2
46179,0.57,3,3,4,60.5,58.0,1746,5.39,5.32,3.24,2
46180,0.5,3,5,3,62.9,59.0,1746,5.09,5.06,3.19,2
46181,0.5,3,3,4,62.2,59.0,1746,5.09,5.04,3.15,2
46182,0.5,4,1,6,61.6,56.0,1747,5.1,5.13,3.15,2
46183,0.56,4,5,3,61.6,57.0,1747,5.32,5.3,3.27,2
46184,0.57,2,6,3,62.5,59.0,1748,5.28,5.32,3.31,2
46185,0.52,2,4,4,63.2,57.0,1748,5.09,5.1,3.22,2
46186,0.59,2,5,2,61.3,58.0,1748,5.41,5.45,3.33,2
46187,0.65,3,4,2,61.4,57.8,1748,5.5,5.56,3.39,2
46188,0.71,1,1,3,64.0,59.0,1748,5.55,5.61,3.57,2
46189,0.52,4,2,6,61.0,56.0,1748,5.17,5.21,3.17,2
46190,0.7,3,2,1,61.3,61.0,1749,5.67,5.62,3.46,2
46191,0.52,4,2,5,61.0,57.0,1749,5.16,5.2,3.16,2
46192,0.52,2,6,3,62.8,58.0,1749,5.11,5.14,3.22,2
46193,0.52,3,6,3,62.4,58.0,1749,5.09,5.13,3.19,2
46194,0.62,4,5,2,61.5,57.0,1749,5.44,5.49,3.36,2
46195,0.51,3,4,4,62.2,58.0,1749,5.14,5.12,3.19,2
46196,0.5,4,4,3,60.9,57.0,1749,5.14,5.16,3.14,2
46197,0.6,4,5,2,61.4,58.0,1749,5.44,5.47,3.35,2
46198,0.7,0,1,2,65.2,58.0,1749,5.6,5.56,3.64,2
46199,0.51,3,4,4,60.0,58.0,1749,5.21,5.19,3.12,2
46200,0.84,1,4,0,60.8,64.0,1749,6.05,6.03,3.67,2
46201,0.68,3,3,2,61.9,60.0,1749,5.66,5.62,3.49,2
46202,0.51,3,2,5,60.8,61.0,1749,5.12,5.08,3.1,2
46203,0.98,0,3,0,68.0,63.0,1749,6.13,6.02,4.13,2
46204,0.58,2,6,3,61.0,58.0,1750,5.37,5.42,3.29,2
46205,0.5,2,6,4,62.0,56.0,1750,5.09,5.11,3.16,2
46206,0.6,2,6,2,62.2,58.0,1750,5.4,5.44,3.37,2
46207,0.51,4,3,5,62.0,57.0,1750,5.1,5.13,3.17,2
46208,0.51,2,3,5,62.9,57.0,1750,5.06,5.12,3.2,2
46209,0.51,4,3,5,61.6,56.0,1750,5.12,5.14,3.16,2
46210,0.51,1,3,5,63.5,56.0,1750,5.07,5.11,3.23,2
46211,0.54,2,3,5,61.8,57.0,1751,5.22,5.26,3.24,2
46212,0.51,2,4,4,62.5,54.0,1751,5.13,5.15,3.21,2
46213,0.51,4,4,4,61.8,55.0,1751,5.13,5.16,3.18,2
46214,0.57,4,4,2,62.2,56.0,1751,5.33,5.31,3.31,2
46215,0.64,3,6,1,62.8,54.0,1751,5.52,5.5,3.46,2
46216,0.55,4,3,3,61.6,55.0,1752,5.31,5.25,3.25,2
46217,0.51,2,3,4,62.4,60.0,1752,5.05,5.08,3.16,2
46218,0.51,4,6,4,60.9,57.0,1752,5.17,5.2,3.16,2
46219,0.51,4,6,4,61.7,54.0,1752,5.12,5.15,3.17,2
46220,0.5,1,5,3,63.8,54.0,1752,5.05,5.07,3.23,2
46221,0.5,2,6,3,62.8,56.0,1752,5.04,5.08,3.18,2
46222,0.5,3,6,3,61.9,58.0,1752,5.04,5.1,3.14,2
46223,0.5,3,6,3,61.1,58.0,1752,5.09,5.12,3.12,2
46224,0.5,3,6,3,61.4,59.0,1752,5.11,5.15,3.15,2
46225,0.61,3,2,5,60.9,60.0,1752,5.47,5.5,3.34,2
46226,0.61,4,6,2,62.1,55.0,1752,5.42,5.43,3.37,2
46227,0.5,4,6,3,62.3,55.0,1752,5.07,5.11,3.17,2
46228,0.5,2,6,3,62.8,58.0,1752,5.05,5.08,3.18,2
46229,0.5,4,6,3,62.5,54.0,1752,5.05,5.09,3.17,2
46230,0.5,3,6,3,61.2,60.0,1752,5.08,5.12,3.12,2
46231,0.5,2,6,3,62.9,61.0,1752,4.96,5.03,3.14,2
46232,0.5,2,6,3,62.8,58.0,1752,5.03,5.07,3.17,2
46233,0.5,3,6,3,62.1,58.0,1752,5.03,5.08,3.14,2
46234,0.5,4,6,3,62.6,56.0,1752,5.05,5.08,3.17,2
46235,0.58,4,5,3,62.0,57.0,1752,5.33,5.35,3.31,2
46236,0.52,4,6,3,61.8,57.0,1752,5.16,5.2,3.2,2
46237,0.55,4,5,2,62.4,58.0,1752,5.28,5.23,3.27,2
46238,0.56,4,6,3,62.7,57.0,1753,5.25,5.28,3.3,2
46239,0.53,4,4,3,61.1,56.0,1753,5.26,5.22,3.2,2
46240,0.53,3,4,3,60.6,55.0,1753,5.26,5.23,3.18,2
46241,0.53,3,4,3,61.9,58.0,1753,5.2,5.17,3.21,2
46242,0.53,3,4,3,61.4,60.0,1753,5.21,5.18,3.19,2
46243,0.53,4,4,3,61.8,55.0,1753,5.23,5.19,3.22,2
46244,0.53,4,4,3,61.5,55.0,1753,5.27,5.2,3.22,2
46245,0.53,3,6,2,61.4,57.0,1753,5.26,5.2,3.21,2
46246,0.53,4,6,2,62.0,55.0,1753,5.24,5.22,3.24,2
46247,0.53,3,6,2,60.0,58.0,1753,5.29,5.24,3.16,2
46248,0.53,4,6,2,61.7,56.0,1753,5.23,5.15,3.2,2
46249,0.53,3,6,2,61.0,58.0,1753,5.22,5.18,3.17,2
46250,0.53,4,6,2,62.2,56.0,1753,5.23,5.19,3.24,2
46251,0.53,3,6,2,61.6,59.0,1753,5.2,5.16,3.19,2
46252,0.57,2,4,3,59.5,57.0,1754,5.39,5.43,3.22,2
46253,0.57,4,6,2,61.0,57.0,1754,5.31,5.34,3.25,2
46254,0.52,4,2,6,61.7,55.0,1754,5.17,5.2,3.2,2
46255,0.54,2,3,4,61.6,56.0,1754,5.23,5.26,3.23,2
46256,0.57,2,6,2,61.1,56.0,1754,5.33,5.38,3.27,2
46257,0.54,4,5,3,60.8,57.0,1754,5.24,5.29,3.2,2
46258,0.54,3,3,4,61.1,59.0,1754,5.22,5.26,3.2,2
46259,0.54,4,3,4,61.3,57.0,1754,5.25,5.28,3.23,2
46260,0.57,4,4,3,61.7,57.0,1754,5.33,5.36,3.3,2
46261,0.54,4,3,4,62.3,55.0,1754,5.2,5.24,3.25,2
46262,0.54,4,5,3,61.4,57.0,1754,5.21,5.25,3.21,2
46263,0.54,4,3,4,62.0,56.0,1754,5.21,5.24,3.24,2
46264,0.57,4,6,2,62.4,56.0,1754,5.29,5.32,3.31,2
46265,0.54,4,5,3,61.0,56.0,1754,5.25,5.28,3.21,2
46266,0.54,4,5,3,61.9,55.0,1754,5.2,5.24,3.23,2
46267,0.54,3,5,3,59.2,58.0,1754,5.32,5.35,3.16,2
46268,0.54,4,5,3,62.2,55.0,1754,5.21,5.24,3.25,2
46269,0.54,4,5,3,60.5,56.0,1754,5.26,5.28,3.19,2
46270,0.54,4,5,3,61.7,55.0,1754,5.24,5.27,3.24,2
46271,0.54,4,5,3,61.9,57.0,1754,5.2,5.23,3.23,2
46272,0.54,4,3,4,61.8,54.0,1754,5.22,5.24,3.23,2
46273,0.57,3,4,3,60.3,58.0,1754,5.4,5.44,3.27,2
46274,0.43,4,6,6,61.9,54.0,1754,4.83,4.87,3.0,2
46275,0.4,4,6,6,61.8,55.0,1754,4.72,4.76,2.93,2
46276,0.53,4,3,4,61.2,55.0,1754,5.23,5.26,3.21,2
46277,0.55,4,4,4,62.3,53.0,1754,5.28,5.31,3.3,2
46278,0.52,1,3,6,58.3,59.0,1754,5.26,5.3,3.08,2
46279,0.55,2,6,3,60.4,59.0,1755,5.29,5.34,3.21,2
46280,0.56,2,5,3,61.7,56.0,1755,5.25,5.31,3.26,2
46281,0.56,2,5,3,61.0,58.0,1755,5.29,5.34,3.24,2
46282,0.5,2,5,4,61.4,55.0,1755,5.09,5.14,3.14,2
46283,0.5,2,5,4,62.6,57.0,1755,5.02,5.08,3.16,2
46284,0.55,3,4,4,61.0,59.0,1755,5.26,5.29,3.22,2
46285,0.56,3,5,2,61.5,60.0,1755,5.27,5.3,3.25,2
46286,0.59,4,5,3,61.4,56.0,1755,5.33,5.42,3.3,2
46287,0.55,4,6,3,62.7,57.0,1755,5.2,5.23,3.27,2
46288,0.5,4,5,4,62.0,58.0,1755,5.09,5.14,3.17,2
46289,0.56,4,3,2,61.6,59.0,1755,5.27,5.32,3.26,2
46290,0.71,1,0,2,61.5,62.0,1755,5.61,5.66,3.47,2
46291,0.3,3,2,4,61.3,58.0,526,4.29,4.32,2.64,2
46292,0.3,1,3,3,63.5,54.0,526,4.25,4.28,2.71,2
46293,0.3,2,3,3,61.4,54.0,526,4.31,4.36,2.66,2
46294,0.3,4,5,2,61.9,57.0,526,4.29,4.33,2.67,2
46295,0.3,1,5,3,63.3,55.0,526,4.26,4.3,2.71,2
46296,0.3,2,5,2,61.7,56.0,526,4.27,4.29,2.64,2
46297,0.3,3,1,5,61.0,60.0,526,4.3,4.36,2.64,2
46298,0.3,1,2,4,63.1,57.0,526,4.24,4.26,2.68,2
46299,0.3,2,5,2,62.9,57.0,526,4.27,4.32,2.7,2
46300,0.3,2,3,3,63.0,56.0,526,4.27,4.3,2.7,2
46301,0.3,4,2,4,61.3,56.0,526,4.31,4.33,2.65,2
46302,0.3,2,3,3,60.6,61.0,526,4.29,4.32,2.61,2
46303,0.3,1,3,3,63.1,56.0,526,4.25,4.28,2.69,2
46304,0.3,2,2,4,63.0,59.0,526,4.21,4.27,2.67,2
46305,0.3,4,3,3,61.7,56.0,526,4.31,4.35,2.67,2
46306,0.3,1,5,2,63.6,57.0,526,4.22,4.24,2.69,2
46307,0.3,3,5,2,62.5,59.0,526,4.28,4.3,2.68,2
46308,0.3,2,2,4,62.9,57.0,526,4.26,4.29,2.69,2
46309,0.3,4,3,3,62.2,57.0,526,4.26,4.32,2.67,2
46310,0.3,3,5,2,59.8,60.0,526,4.31,4.35,2.59,2
46311,0.3,2,3,3,63.0,55.0,526,4.29,4.31,2.71,2
46312,0.3,3,1,5,61.8,58.0,526,4.28,4.33,2.66,2
46313,0.3,4,2,4,62.3,55.0,526,4.29,4.34,2.69,2
46314,0.3,4,3,3,62.3,56.0,526,4.27,4.3,2.67,2
46315,0.3,1,2,4,63.9,55.0,526,4.26,4.28,2.73,2
46316,0.3,2,2,4,60.4,61.0,526,4.3,4.34,2.61,2
46317,0.3,1,5,2,63.1,53.0,526,4.27,4.32,2.71,2
46318,0.3,1,3,3,63.9,55.0,526,4.27,4.28,2.73,2
46319,0.3,2,5,2,61.8,60.0,526,4.23,4.28,2.63,2
46320,0.3,4,2,4,61.4,54.0,526,4.33,4.37,2.67,2
46321,0.58,4,2,3,61.2,56.0,1755,5.41,5.39,3.3,2
46322,0.51,2,6,4,61.0,57.0,1756,5.15,5.18,3.15,2
46323,0.59,2,2,4,62.1,55.0,1757,5.37,5.41,3.35,2
46324,0.69,2,2,2,62.5,57.6,1757,5.66,5.72,3.55,2
46325,0.51,4,3,4,61.8,60.0,1757,5.08,5.12,3.15,2
46326,0.6,1,3,4,60.1,61.0,1757,5.44,5.5,3.29,2
46327,0.51,4,5,4,62.7,56.0,1758,5.14,5.1,3.21,2
46328,0.5,2,6,3,60.8,56.0,1758,5.14,5.16,3.13,2
46329,0.51,4,5,4,61.5,56.0,1758,5.11,5.16,3.16,2
46330,0.58,1,5,3,63.1,56.0,1758,5.26,5.33,3.34,2
46331,0.51,3,5,4,61.8,58.0,1758,5.13,5.09,3.16,2
46332,0.52,4,3,4,62.4,55.1,1758,5.11,5.15,3.2,2
46333,0.56,1,4,4,63.0,59.0,1758,5.24,5.27,3.31,2
46334,0.5,3,6,3,62.8,58.0,1758,5.03,5.0,3.15,2
46335,0.58,3,1,6,62.6,59.0,1758,5.31,5.27,3.31,2
46336,0.58,4,1,6,63.0,57.0,1758,5.34,5.29,3.35,2
46337,0.58,4,3,3,61.9,56.0,1758,5.38,5.34,3.32,2
46338,0.58,4,5,2,61.6,55.0,1758,5.38,5.33,3.3,2
46339,0.58,4,5,2,61.5,55.0,1758,5.39,5.34,3.3,2
46340,0.51,3,5,4,62.0,61.0,1758,5.14,5.11,3.18,2
46341,0.5,1,6,3,63.7,56.0,1758,5.09,5.05,3.23,2
46342,0.5,2,6,3,63.4,56.0,1758,5.1,5.05,3.22,2
46343,0.5,2,6,3,63.3,54.0,1758,5.07,5.04,3.2,2
46344,0.5,2,6,3,63.4,57.0,1758,5.09,5.04,3.21,2
46345,0.7,4,5,2,62.3,56.0,1758,5.68,5.62,3.52,2
46346,0.7,1,5,1,56.9,63.0,1758,5.78,5.71,3.27,2
46347,0.71,2,6,1,59.6,63.0,1758,5.8,5.71,3.44,2
46348,0.9,0,2,0,66.9,63.0,1758,6.04,5.91,4.0,2
46349,0.57,4,2,3,61.5,57.0,1759,5.35,5.38,3.3,2
46350,0.58,4,2,4,61.1,57.0,1759,5.38,5.42,3.3,2
46351,0.5,4,5,4,61.9,54.1,1759,5.09,5.15,3.17,2
46352,0.51,4,5,4,60.9,56.0,1759,5.16,5.22,3.16,2
46353,0.57,4,4,2,61.9,56.0,1759,5.33,5.37,3.31,2
46354,0.61,1,6,2,59.0,57.0,1759,5.54,5.57,3.28,2
46355,0.5,4,3,5,62.2,56.0,1760,5.02,5.11,3.15,2
46356,0.71,2,0,2,61.0,61.0,1760,5.66,5.71,3.47,2
46357,0.57,3,4,3,59.8,59.0,1760,5.4,5.37,3.22,2
46358,0.58,4,3,3,61.2,56.0,1760,5.37,5.41,3.3,2
46359,0.52,4,5,3,61.5,56.0,1760,5.16,5.18,3.18,2
46360,0.51,1,5,4,57.9,63.0,1760,5.24,5.39,3.08,2
46361,0.63,0,2,4,57.3,62.5,1760,5.65,5.7,3.25,2
46362,0.57,4,4,3,62.1,55.0,1760,5.35,5.31,3.31,2
46363,0.57,4,4,3,62.3,55.0,1760,5.36,5.3,3.32,2
46364,0.57,3,4,3,62.0,54.0,1760,5.34,5.31,3.3,2
46365,0.54,4,3,4,62.2,56.0,1760,5.23,5.19,3.24,2
46366,0.54,3,5,3,60.7,56.0,1760,5.32,5.29,3.22,2
46367,0.54,2,5,3,63.1,58.0,1760,5.21,5.13,3.26,2
46368,0.54,3,3,4,61.6,58.0,1760,5.25,5.21,3.22,2
46369,0.54,3,3,4,61.1,60.0,1760,5.28,5.23,3.21,2
46370,0.57,3,4,3,60.4,60.0,1760,5.36,5.31,3.22,2
46371,0.57,3,4,3,59.5,60.0,1760,5.44,5.35,3.21,2
46372,0.71,4,4,0,60.1,57.0,1761,5.79,5.76,3.47,2
46373,0.58,4,3,3,61.9,55.0,1761,5.33,5.36,3.31,2
46374,0.58,4,3,3,60.0,56.0,1761,5.45,5.48,3.28,2
46375,0.56,4,4,3,62.6,56.0,1761,5.28,5.3,3.31,2
46376,0.58,4,5,3,62.1,55.0,1761,5.35,5.34,3.32,2
46377,0.51,2,3,5,62.2,56.0,1762,5.1,5.13,3.18,2
46378,0.54,4,2,4,60.9,55.0,1762,5.28,5.3,3.22,2
46379,0.72,0,0,1,66.1,55.0,1762,5.51,5.56,3.66,2
46380,0.55,4,3,4,61.5,57.0,1763,5.23,5.28,3.23,2
46381,0.7,1,1,2,61.6,63.0,1763,5.59,5.68,3.47,2
46382,0.7,2,1,2,62.8,59.0,1763,5.63,5.67,3.55,2
46383,0.54,4,6,3,60.9,56.0,1763,5.3,5.27,3.22,2
46384,0.54,4,1,7,62.5,55.0,1763,5.21,5.26,3.27,2
46385,0.57,3,5,3,62.0,58.0,1763,5.38,5.33,3.32,2
46386,0.59,2,4,3,62.0,58.0,1764,5.35,5.42,3.34,2
46387,0.71,2,0,1,61.1,58.0,1764,5.67,5.76,3.49,2
46388,0.5,2,3,5,62.8,57.0,1764,5.05,5.07,3.18,2
46389,0.5,1,3,5,63.6,57.0,1764,5.04,5.08,3.22,2
46390,0.55,4,5,4,61.5,57.0,1764,5.23,5.27,3.23,2
46391,0.7,3,0,5,60.6,58.0,1764,5.73,5.82,3.5,2
46392,0.37,4,6,6,61.3,56.0,1764,4.6,4.63,2.83,2
46393,0.58,4,2,4,62.3,57.0,1764,5.33,5.36,3.33,2
46394,0.5,3,4,4,60.6,59.0,1764,5.19,5.14,3.13,2
46395,0.72,3,3,1,59.1,61.0,1764,5.89,5.85,3.47,2
46396,0.72,3,3,1,62.7,57.0,1764,5.74,5.7,3.59,2
46397,0.5,4,6,2,59.9,60.0,1764,5.15,5.13,3.08,2
46398,0.54,4,5,3,62.4,56.0,1765,5.23,5.19,3.25,2
46399,0.51,4,4,4,60.2,56.0,1765,5.22,5.24,3.15,2
46400,0.5,4,3,5,62.1,57.0,1766,5.06,5.09,3.15,2
46401,0.5,4,3,5,61.8,54.0,1766,5.11,5.15,3.17,2
46402,0.51,4,2,6,62.2,56.0,1766,5.12,5.14,3.19,2
46403,0.6,4,2,2,61.4,55.0,1766,5.46,5.49,3.36,2
46404,0.62,3,4,2,59.8,60.0,1766,5.56,5.51,3.31,2
46405,0.53,3,4,4,59.4,58.0,1766,5.32,5.28,3.15,2
46406,0.55,4,5,3,59.3,57.0,1767,5.43,5.39,3.21,2
46407,0.51,4,6,3,60.5,56.0,1767,5.21,5.2,3.15,2
46408,0.52,2,5,4,59.6,58.0,1767,5.21,5.26,3.12,2
46409,0.52,4,2,6,62.1,53.8,1767,5.17,5.19,3.21,2
46410,0.52,4,4,4,62.1,56.0,1767,5.14,5.2,3.2,2
46411,0.7,4,0,1,61.4,55.0,1767,5.72,5.75,3.52,2
46412,0.63,1,2,4,62.9,54.0,1767,5.47,5.56,3.47,2
46413,0.54,1,6,2,57.9,60.0,1767,5.36,5.39,3.11,2
46414,0.52,4,5,3,61.0,57.0,1767,5.21,5.19,3.17,2
46415,0.52,4,5,3,61.3,55.0,1767,5.22,5.19,3.19,2
46416,0.52,4,5,3,61.5,56.0,1767,5.17,5.14,3.17,2
46417,0.55,4,6,3,61.0,56.0,1768,5.31,5.28,3.23,2
46418,0.51,2,3,5,60.9,56.0,1768,5.17,5.21,3.16,2
46419,0.51,2,3,5,62.6,59.0,1768,5.08,5.11,3.19,2
46420,0.5,4,5,3,60.8,55.0,1768,5.19,5.16,3.15,2
46421,0.5,4,5,3,60.8,57.0,1768,5.16,5.13,3.13,2
46422,0.66,2,5,1,61.3,57.2,1769,5.59,5.66,3.45,2
46423,0.53,4,3,3,61.6,57.0,1769,5.15,5.2,3.19,2
46424,0.51,4,6,3,60.8,57.0,1769,5.18,5.21,3.16,2
46425,0.53,4,5,2,60.9,57.0,1769,5.21,5.24,3.18,2
46426,0.53,1,3,5,64.3,58.0,1769,5.11,5.15,3.3,2
46427,0.59,3,4,3,61.5,58.0,1769,5.45,5.41,3.34,2
46428,0.56,2,5,3,61.1,57.0,1770,5.33,5.38,3.27,2
46429,0.56,4,2,4,61.8,55.0,1770,5.29,5.33,3.28,2
46430,0.54,3,6,2,58.3,61.0,1770,5.38,5.32,3.12,2
46431,0.7,0,6,1,67.8,58.0,1770,5.51,5.44,3.71,2
46432,0.54,3,4,4,60.0,59.0,1770,5.3,5.23,3.16,2
46433,0.62,3,3,4,62.9,58.0,1770,5.41,5.37,3.39,2
46434,0.59,2,2,5,61.1,57.0,1771,5.39,5.48,3.32,2
46435,0.7,1,2,2,64.2,58.0,1771,5.59,5.62,3.6,2
46436,0.54,1,5,3,60.2,61.0,1771,5.27,5.32,3.19,2
46437,0.6,3,5,2,59.4,60.0,1771,5.57,5.51,3.29,2
46438,0.59,2,6,2,63.1,61.0,1771,5.35,5.3,3.36,2
46439,0.58,4,4,4,61.9,54.0,1772,5.33,5.37,3.31,2
46440,0.54,4,4,4,60.9,57.0,1772,5.21,5.26,3.19,2
46441,0.6,2,4,3,62.1,57.0,1772,5.37,5.39,3.34,2
46442,0.53,4,5,4,60.4,57.0,1772,5.27,5.26,3.18,2
46443,0.6,4,2,4,62.0,53.0,1772,5.44,5.46,3.38,2
46444,0.53,4,3,4,61.6,55.7,1772,5.21,5.24,3.22,2
46445,0.6,2,3,3,62.9,59.0,1773,5.35,5.39,3.38,2
46446,0.52,2,5,3,63.5,54.0,1773,5.19,5.11,3.27,2
46447,0.61,2,1,5,62.0,54.4,1773,5.47,5.51,3.4,2
46448,0.56,4,5,4,61.6,56.0,1773,5.26,5.32,3.26,2
46449,0.54,3,4,4,61.8,59.0,1773,5.23,5.16,3.21,2
46450,0.96,0,2,0,68.9,59.0,1773,6.09,5.96,4.15,2
46451,0.71,3,1,2,61.7,56.0,1774,5.73,5.71,3.53,2
46452,0.51,2,4,3,58.6,58.0,1774,5.22,5.29,3.08,2
46453,0.52,3,6,3,61.8,58.0,1774,5.15,5.2,3.2,2
46454,0.52,4,6,3,61.0,57.0,1774,5.18,5.21,3.17,2
46455,0.52,4,6,3,62.1,57.0,1774,5.13,5.17,3.2,2
46456,0.71,1,0,3,63.8,58.0,1774,5.61,5.58,3.57,2
46457,0.54,4,2,6,61.9,54.0,1774,5.22,5.25,3.24,2
46458,0.59,4,3,3,62.1,57.0,1774,5.36,5.39,3.34,2
46459,0.54,4,5,3,61.6,56.0,1774,5.24,5.28,3.24,2
46460,0.54,4,4,4,61.1,57.0,1774,5.28,5.3,3.23,2
46461,0.6,4,6,2,61.1,57.0,1774,5.39,5.51,3.33,2
46462,0.71,1,1,2,63.6,63.0,1774,5.64,5.61,3.58,2
46463,0.71,1,1,2,60.0,64.0,1774,5.79,5.71,3.45,2
46464,0.57,3,6,3,60.4,57.0,1775,5.38,5.35,3.24,2
46465,0.5,3,5,4,62.8,59.0,1775,5.09,5.0,3.17,2
46466,0.7,3,0,3,62.0,62.0,1775,5.63,5.59,3.48,2
46467,0.53,4,2,6,62.2,56.0,1775,5.16,5.2,3.22,2
46468,0.53,1,6,4,60.2,56.0,1775,5.22,5.28,3.16,2
46469,0.63,3,5,1,58.5,61.0,1775,5.64,5.58,3.28,2
46470,0.7,2,1,1,63.4,59.0,1775,5.66,5.57,3.56,2
46471,0.58,4,4,1,60.9,56.0,1776,5.42,5.39,3.29,2
46472,0.53,1,5,4,63.2,56.0,1776,5.14,5.18,3.26,2
